0.7722222222222223,0.11666666666666667,N
0.5305555555555556,0.7722222222222223,Y
0.6611111111111111,0.5305555555555556,N
0.5972222222222222,0.6611111111111111,N
0.3972222222222222,0.5972222222222222,Y
0.7666666666666667,0.3972222222222222,N
0.5305555555555556,0.7666666666666667,Y
0.6805555555555556,0.5305555555555556,N
0.6,0.6805555555555556,N
0.38333333333333336,0.6,Y
0.7666666666666667,0.38333333333333336,N
0.6166666666666667,0.7666666666666667,N
0.5916666666666667,0.6166666666666667,N
0.35833333333333334,0.5916666666666667,Y
0.8166666666666667,0.35833333333333334,N
0.5944444444444444,0.8166666666666667,N
0.5777777777777777,0.5944444444444444,N
0.5944444444444444,0.5777777777777777,N
0.6027777777777777,0.5944444444444444,N
0.5972222222222222,0.6027777777777777,N
0.40555555555555556,0.5972222222222222,Y
0.7638888888888888,0.40555555555555556,N
0.4388888888888889,0.7638888888888888,Y
0.7333333333333333,0.4388888888888889,N
0.6138888888888889,0.7333333333333333,N
0.5083333333333333,0.6138888888888889,Y
0.775,0.5083333333333333,N
0.5805555555555556,0.775,N
0.5861111111111111,0.5805555555555556,N
0.6,0.5861111111111111,N
0.5861111111111111,0.6,N
0.5805555555555556,0.5861111111111111,N
0.5833333333333334,0.5805555555555556,N
0.6527777777777778,0.5833333333333334,N
0.5972222222222222,0.6527777777777778,N
0.40555555555555556,0.5972222222222222,Y
0.7638888888888888,0.40555555555555556,N
0.5861111111111111,0.7638888888888888,N
0.5805555555555556,0.5861111111111111,N
0.41944444444444445,0.5805555555555556,Y
0.7583333333333333,0.41944444444444445,N
0.5833333333333334,0.7583333333333333,N
0.5666666666666667,0.5833333333333334,N
0.5805555555555556,0.5666666666666667,N
0.4722222222222222,0.5805555555555556,Y
0.6666666666666666,0.4722222222222222,Y
0.3638888888888889,0.6666666666666666,Y
0.8166666666666667,0.3638888888888889,N
0.5027777777777778,0.8166666666666667,Y
0.6333333333333333,0.5027777777777778,N
0.5861111111111111,0.6333333333333333,N
0.4083333333333333,0.5861111111111111,Y
0.7694444444444445,0.4083333333333333,N
0.5277777777777778,0.7694444444444445,Y
0.625,0.5277777777777778,N
0.575,0.625,N
0.4111111111111111,0.575,Y
0.7583333333333333,0.4111111111111111,N
0.5444444444444444,0.7583333333333333,Y
0.6222222222222222,0.5444444444444444,N
0.5777777777777777,0.6222222222222222,N
0.5583333333333333,0.5777777777777777,N
0.49444444444444446,0.5583333333333333,Y
0.6611111111111111,0.49444444444444446,N
0.5722222222222222,0.6611111111111111,N
0.40555555555555556,0.5722222222222222,Y
0.7194444444444444,0.40555555555555556,N
0.5527777777777778,0.7194444444444444,Y
0.5805555555555556,0.5527777777777778,N
0.5722222222222222,0.5805555555555556,N
0.575,0.5722222222222222,N
0.5166666666666667,0.575,Y
0.33055555555555555,0.5166666666666667,Y
0.8472222222222222,0.33055555555555555,N
0.4083333333333333,0.8472222222222222,Y
0.7583333333333333,0.4083333333333333,N
0.5694444444444444,0.7583333333333333,N
0.5666666666666667,0.5694444444444444,N
0.5583333333333333,0.5666666666666667,N
0.5638888888888889,0.5583333333333333,N
0.39444444444444443,0.5638888888888889,Y
0.7444444444444445,0.39444444444444443,N
0.5805555555555556,0.7444444444444445,N
